TaxID,Domain,Phylum,Class,Order,Family,Genus,Species
1274779310,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Hominimerdicola,s__Hominimerdicola sp017464355
919049935,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Muribaculum,s__Muribaculum sp910578785
1639149341,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Yoonia,s__Yoonia sp023015625
1258723334,d__Bacteria,p__Desulfobacterota,c__Desulfuromonadia,o__Desulfuromonadales,f__Geopsychrobacteraceae,g__BM509,s__BM509 sp002869695
931957307,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,s__Stenotrophomonas sp027497995
1027768332,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Bartonella,s__Bartonella rattimassiliensis
966685953,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Peptostreptococcus,s__Peptostreptococcus sp900112955
972706032,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__SoEE,s__SoEE sp002933355
401670279,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Blastomonas,s__Blastomonas natatoria
599400671,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Bin95,f__Bin95,g__Bin95,s__Bin95 sp026706245
1025669508,d__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,f__Micrococcaceae,g__Rothia,s__Rothia sp002492045
678977480,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Epibacterium,s__Epibacterium sp947499635
1299628726,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Nanosyncoccaceae,g__Nanosyncoccus,s__Nanosyncoccus sp017404685
1579859837,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Vicingaceae,g__CAJXFJ01,s__CAJXFJ01 sp913052515
1457786403,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__UBA1189,s__UBA1189 sp947367415
1395939269,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__UBA10281,s__UBA10281 sp900556195
93209933,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__UBA1213,s__UBA1213 sp902773025
290990341,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__CAG-274,g__RGIG4310,s__RGIG4310 sp017627115
1794378431,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_G,s__Eubacterium_G sp900550135
1576963754,d__Bacteria,p__Planctomycetota,c__Planctomycetia,o__Pirellulales,f__UBA1268,g__CAISJI01,s__CAISJI01 sp903885565
1025737513,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Alloprevotella,s__Alloprevotella sp017628775
934406555,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp017474925
776068902,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__UBA5862,g__UBA5862,s__UBA5862 sp002408105
136701738,d__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Myxococcaceae,g__Corallococcus,s__Corallococcus terminator
1956001376,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__DEV007,g__EC70,s__EC70 sp002708885
820808653,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Cellvibrionaceae,g__Pseudoteredinibacter,s__Pseudoteredinibacter isoporae
1543330177,d__Bacteria,p__Bacillota_I,c__Bacilli_A,o__RFN20,f__CAG-826,g__UBA1361,s__UBA1361 sp002306335
1952987259,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Parvicellaceae,g__GCA-002727735,s__GCA-002727735 sp002727735
973892629,d__Bacteria,p__Bacteroidota,c__Rhodothermia,o__Rhodothermales,f__UBA2364,g__UBA2364,s__UBA2364 sp002344075
296395962,d__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Streptosporangiales,f__Streptosporangiaceae,g__Nocardiopsis_A,s__Nocardiopsis_A endophytica
370233546,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp002353825
2031504198,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Ferrovaceae,g__JAKBAT01,s__JAKBAT01 sp021808815
1039752331,d__Bacteria,p__Chlamydiota,c__Chlamydiia,o__Chlamydiales,f__JAAKFR01,g__JAGRNW01,s__JAGRNW01 sp020440555
1750173211,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__JAILEN01,s__JAILEN01 sp024684155
643461031,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rs-D84,f__Rs-D84,g__WQUT01,s__WQUT01 sp009781955
266754574,d__Bacteria,p__Nitrospirota,c__Thermodesulfovibrionia,o__Thermodesulfovibrionales,f__JdFR-85,g__JAADHP01,s__JAADHP01 sp011321725
1514759781,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__UBA932,s__UBA932 sp031254635
436080749,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodospirillales_A,f__Casp-alpha2,g__JABMNT01,s__JABMNT01 sp028825025
511824252,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__2-12-FULL-35-15,f__2-12-FULL-35-15,g__2-12-FULL-35-15,s__2-12-FULL-35-15 sp021323165
1652650543,d__Bacteria,p__Bacillota_I,c__Bacilli_A,o__RFN20,f__CAG-826,g__Enteromonas,s__Enteromonas sp022781015
503981722,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Mitsuaria,s__Mitsuaria chitinivorans
664691880,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__Pseudomonas_E sp028656995
1994181647,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Dysosmobacter,s__Dysosmobacter sp015067995
77438486,d__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,f__Micrococcaceae,g__Arthrobacter_D,s__Arthrobacter_D sp001422665
2101880911,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__UBA9973,f__UBA1006,g__UBA1006,s__UBA1006 sp030433255
1042049841,d__Bacteria,p__Aerophobota,c__Aerophobia,o__Aerophobales,f__B3-G15,g__DRTT01,s__DRTT01 sp011372105
274278214,d__Bacteria,p__Patescibacteria,c__ABY1,o__UBA9570,f__UBA9570,g__UBA9570,s__UBA9570 sp003512175
1120751607,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__Cryptobacteroides sp017438265
630683887,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__CAIKXV01,g__CAIKXV01,s__CAIKXV01 sp020248265
608190112,d__Bacteria,p__Acidobacteriota,c__Terriglobia,o__Acidoferrales,f__UBA7541,g__Acidoferrum,s__Acidoferrum sp003225315
172877177,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__UBA9973,f__UBA9973,g__UBA9973,s__UBA9973 sp000994705
215691616,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter_D,s__Campylobacter_D insulaenigrae
645327823,d__Bacteria,p__Bacillota,c__Bacilli,o__Brevibacillales,f__Brevibacillaceae,g__Brevibacillus_B,s__Brevibacillus_B laterosporus
1111420432,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium_A,s__Fusobacterium_A sp019012925
2061721070,d__Bacteria,p__Patescibacteria,c__Microgenomatia,o__GWA2-44-7,f__UBA8517,g__GWB1-39-10,s__GWB1-39-10 sp020060565
2006921564,d__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,f__Microbacteriaceae,g__Rhodoluna,s__Rhodoluna sp947448975
1071355992,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__TMED127,f__TMED127,g__GCA-002690875,s__GCA-002690875 sp902536485
244740642,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__RGIG8773,s__RGIG8773 sp947629785
1522583484,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-245,s__CAG-245 sp900758165
2094798560,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Promineifilales,f__UBA4811,g__JAUVHW01,s__JAUVHW01 sp030593075
403168783,d__Bacteria,p__Bacillota_A,c__Clostridia,o__UBA1381,f__UBA1381,g__UBA1738,s__UBA1738 sp934501535
503750558,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__UBA1367,s__UBA1367 sp017510875
1777968009,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Puia,s__Puia dinghuensis_A
424027671,d__Bacteria,p__Riflebacteria,c__Ozemobacteria,o__Ozemobacterales,f__Ozemobacteraceae,g__Rifleibacterium,s__Rifleibacterium sp001787855
673600265,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__CAIKXV01,g__CAIKXV01,s__CAIKXV01 sp903873475
662647259,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingopyxis,s__Sphingopyxis terrae
625775815,d__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,f__Microbacteriaceae,g__Leifsonia,s__Leifsonia sp900100265
1623830153,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas sp004345855
1766601958,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus_A,s__Enterococcus_A avium
1547684520,d__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium flavum
946777783,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae,g__Pelagibacter,s__Pelagibacter sp902523615
1965983801,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_J,s__Eubacterium_J sp947564835
861498782,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Coproplasma,s__Coproplasma sp945834965
6818935,d__Bacteria,p__Actinomycetota,c__Acidimicrobiia,o__Actinomarinales,f__Actinomarinaceae,g__Actinomarina,s__Actinomarina sp902599555
751566330,d__Bacteria,p__Cyanobacteriota,c__Cyanobacteriia,o__PCC-6307,f__Cyanobiaceae,g__Prochlorococcus_A,s__Prochlorococcus_A marinus_Y
1875670973,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia_C,s__Roseburia_C sp017484135
1932150049,d__Bacteria,p__Bacillota,c__Bacilli,o__Bacillales_B,f__DSM-25281,g__Falsibacillus,s__Falsibacillus albus
410501186,d__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,f__Micrococcaceae,g__Specibacter,s__Specibacter sp002929705
1536852938,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__UBA4823,g__UBA4823,s__UBA4823 sp002402275
1915372313,d__Bacteria,p__Planctomycetota,c__Planctomycetia,o__Pirellulales,f__Pirellulaceae,g__Rhodopirellula,s__Rhodopirellula solitaria
69921007,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Breznakiellaceae,g__JAIRKH01,s__JAIRKH01 sp031265845
676950682,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__RGIG7926,s__RGIG7926 sp024693845
1581619212,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Geminicoccales,f__Geminicoccaceae,g__JAGRGG01,s__JAGRGG01 sp020445645
411584069,d__Bacteria,p__Chloroflexota,c__Dormibacteria,o__CF-121,f__CF-121,g__CF-13,s__CF-13 sp030946735
1885125452,d__Bacteria,p__Actinomycetota,c__Actinomycetes,o__S36-B12,f__S36-B12,g__Mxb001,s__Mxb001 sp016870425
106124194,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Microvirga,s__Microvirga sp022346925
1896712688,d__Bacteria,p__Patescibacteria,c__UBA1384,o__UBA1384,f__DTJR01,g__MWBO01,s__MWBO01 sp002071685
880653396,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Ferranicluibacter,s__Ferranicluibacter rubi
1669026837,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__JAAYCI01,s__JAAYCI01 sp030267215
548034490,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Tissierellales,f__Tissierellaceae,g__Tissierella,s__Tissierella sp023388495
888176751,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__SZUA-47,g__GCA-016700315,s__GCA-016700315 sp016700315
1473608428,d__Bacteria,p__Bacillota,c__Bacilli,o__Bacillales_A,f__Planococcaceae,g__Sporosarcina,s__Sporosarcina psychrophila_B
1458556558,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Nanoperiomorbaceae,g__WQXA01,s__WQXA01 sp009785095
672336665,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter_D,s__Campylobacter_D sp030528245
755939897,d__Bacteria,p__Actinomycetota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,g__RAAP-2,s__RAAP-2 sp003141095
1764430438,d__Bacteria,p__Bacillota_I,c__Bacilli_A,o__RF39,f__UBA660,g__Ventrenecus,s__Ventrenecus sp947594705
2086036017,d__Bacteria,p__Bacillota_A,c__Clostridia,o__UMGS1810,f__UMGS1810,g__SIG455,s__SIG455 sp017436905
1383782101,d__Bacteria,p__Elusimicrobiota,c__Elusimicrobia,o__Elusimicrobiales,f__UBA9959,g__YA12-FULL-51-18,s__YA12-FULL-51-18 sp903867985
791609465,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Elizabethkingia,s__Elizabethkingia sp006088815
1324423104,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__HIMB59,f__HIMB59,g__HIMB59,s__HIMB59 sp000299115
1108027005,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Rhodoferax,s__Rhodoferax sp903920695
819660422,d__Bacteria,p__Acidobacteriota,c__Terriglobia,o__UBA7540,f__UBA7540,g__RH2-MAG17b,s__RH2-MAG17b sp902812415
169129326,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__GAS188,s__GAS188 sp900104855
1013931943,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__2-02-FULL-35-15,f__2-02-FULL-35-15,g__2-02-FULL-35-15,s__2-02-FULL-35-15 sp023250195
1429589492,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__J057,f__CALLMJ01,g__CALLMJ01,s__CALLMJ01 sp938005475
495984971,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Paramuribaculum,s__Paramuribaculum sp938039795
934448696,d__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,f__Microbacteriaceae,g__Leifsonia_A,s__Leifsonia_A flava
97300816,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella sp900757385
1585896546,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Sulfurimonadaceae,g__Sulfuricurvum,s__Sulfuricurvum sp947497635
1040527855,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__JAATET01,g__JAATET01,s__JAATET01 sp937901895
819366816,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__JAHDHH01,s__JAHDHH01 sp020631405
602442483,d__Bacteria,p__Nitrospirota,c__UBA9217,o__UBA9217,f__UBA9217,g__MHEA01,s__MHEA01 sp001805085
966931940,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__Portibacter,s__Portibacter sp024642705
969946668,d__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Mycobacteriales,f__Mycobacteriaceae,g__Nocardia,s__Nocardia neocaledoniensis
1193979911,d__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Streptomycetales,f__Streptomycetaceae,g__Actinacidiphila,s__Actinacidiphila alni
518438447,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Halieaceae,g__Halioglobus_A,s__Halioglobus_A pacificus
928222718,d__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Actinomycetales,f__Microbacteriaceae,g__Agrococcus,s__Agrococcus sp018308945
1675239100,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__JACOND01,g__JACOND01,s__JACOND01 sp026713205
49868296,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__Avispirillum,s__Avispirillum sp945949385
547933048,d__Bacteria,p__Bacillota_I,c__Bacilli_A,o__RF39,f__UBA660,g__Coprosoma,s__Coprosoma sp944358695
1697773307,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,f__Amorphaceae,g__Acuticoccus,s__Acuticoccus sp937884725
1137369252,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Mediterraneibacter,s__Mediterraneibacter torques
67221248,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__UMGS1908,s__UMGS1908 sp905187655
1407878890,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__JAAYNZ01,g__JAAYNZ01,s__JAAYNZ01 sp012520595
295289234,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Kineothrix,s__Kineothrix sp948470755
532041109,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Azotimanducaceae_A,g__UBA7803,s__UBA7803 sp003476445
1040510654,d__Bacteria,p__Bacillota_I,c__Bacilli_A,o__RF39,f__UBA660,g__RUG11198,s__RUG11198 sp934167785
1246427187,d__Bacteria,p__Actinomycetota,c__Actinomycetes,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__Nocardioides allogilvus
99868770,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,f__Stappiaceae,g__Roseibium,s__Roseibium sp008107755
1303859125,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus sanguinis_D
2142642692,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__CAIQQQ01,s__CAIQQQ01 sp025352665
590850839,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__Bog-1198,s__Bog-1198 sp028293775
1400494404,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__WAJ17,s__WAJ17 sp030285365
72872075,d__Bacteria,p__Bacillota_I,c__Bacilli_A,o__RF39,f__UBA660,g__JAQVSJ01,s__JAQVSJ01 sp028700595
841396456,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__B-17B0,f__B-17BO,g__PALSA-968,s__PALSA-968 sp013287545
1699511065,d__Bacteria,p__Patescibacteria,c__Doudnabacteria,o__UBA920,f__UBA920,g__JADZEH01,s__JADZEH01 sp020850635
968044744,d__Bacteria,p__Krumholzibacteriota,c__Krumholzibacteria,o__WVZY01,f__WVZY01,g__G020356045,s__G020356045 sp020356045
5394682,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__Lentihominibacter,s__Lentihominibacter sp030525285
457342880,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rs-D84,f__Rs-D84,g__Enterousia,s__Enterousia sp029051085
244653558,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellia,o__RFP12,f__UBA1067,g__M55B167,s__M55B167 sp018399555
966501443,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Beggiatoales,f__Beggiatoaceae,g__DYNN01,s__DYNN01 sp020721045
217750232,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Faecousia,s__Faecousia sp015067615
1039867604,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Promineifilales,f__Promineifilaceae,g__JACKCC01,s__JACKCC01 sp020634245
842587616,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__VadinHA17,g__LD21,s__LD21 sp003157015
1308242443,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingobium,s__Sphingobium sp013375535
547398017,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Robinsoniella,s__Robinsoniella sp900555455
509389100,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Stutzerimonas,s__Stutzerimonas stutzeri_E
1414566121,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__JAGOUU01,f__JAGOUU01,g__JAGOUU01,s__JAGOUU01 sp018061105
152664741,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira_C,s__Nitrospira_C sp029240595
1309699197,d__Bacteria,p__Cyanobacteriota,c__Cyanobacteriia,o__Cyanobacteriales,f__Chamaesiphonaceae,g__Chamaesiphon,s__Chamaesiphon sp025361915
789240934,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Enterobacter,s__Enterobacter quasiroggenkampii
964621670,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__UBA9973,f__UBA6899,g__MHLP01,s__MHLP01 sp001819095
382468284,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__FEN-979,g__QYOJ01,s__QYOJ01 sp016926765
538867722,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,s__Roseburia sp934317215
634602629,d__Bacteria,p__Bacillota_I,c__Bacilli_A,o__RF39,f__UBA660,g__CANPXY01,s__CANPXY01 sp946497145
476797641,d__Bacteria,p__Desulfobacterota,c__Syntrophia,o__Syntrophales,f__Smithellaceae,g__UBA8904,s__UBA8904 sp017860985
995334754,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_Q,s__Eubacterium_Q sp017519155
598765142,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Polaromonas,s__Polaromonas sp000013865
1520292295,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Celerinatantimonadaceae,g__Celerinatantimonas,s__Celerinatantimonas neptuna
996167129,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,s__Chryseobacterium sp000829375
1356675930,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__Paludibacter,s__Paludibacter sp029973975
388318714,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-273,s__CAG-273 sp017886645
702464427,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhodospirillales_A,f__Casp-alpha2,g__UBA3470,s__UBA3470 sp913048145
464562474,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,g__Chromatium,s__Chromatium sp903897335
598427112,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Terrimicrobiaceae,g__UBA967,s__UBA967 sp018402345
629379580,d__Bacteria,p__Elusimicrobiota,c__Elusimicrobia,o__Elusimicrobiales,f__JAAYTX01,g__JAAYTX01,s__JAAYTX01 sp012523635
965692541,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Avilachnospira,s__Avilachnospira sp944383265
1948708472,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus_A,s__Peptoniphilus_A sp902465645
1875212716,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Kosakonia,s__Kosakonia oryziphila
1650034170,d__Bacteria,p__Bacillota_B,c__Desulfitobacteriia,o__Desulfitobacteriales,f__Desulfitobacteriaceae,g__Desulfosporosinus,s__Desulfosporosinus hippei
390465334,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,o__Dehalococcoidales,f__W693,g__W693,s__W693 sp030627335
2142954570,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__HIMB59,f__GCA-002718135,g__AG-337-I02,s__AG-337-I02 sp902518895
1115502148,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__JAMPXM01,g__CAJYOV01,s__CAJYOV01 sp913776405
137969126,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Anaerobutyricum,s__Anaerobutyricum hallii
1675752207,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__CAG-873 sp947644475
588688901,d__Bacteria,p__Fermentibacterota,c__Fermentibacteria,o__Fermentibacterales,f__Fermentibacteraceae,g__Aegiribacteria,s__Aegiribacteria sp030594645
919548031,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus infantarius
1330166363,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rs-D84,f__Rs-D84,g__Enterousia,s__Enterousia sp947303585
